attom_id,fips,apn,address,postal1,state,latitude,longitude,property_type,year_built,beds,baths,sqft,lot_size,sale_amount,sale_date,sale_type,price_per_sqft,area_code,area_title,sale_year,sale_month,property_age,log_price_per_sqft
2673802,45045,0220.00-01-059.00,"505 TEAL TRL, GREENVILLE, SC 29605",29605.0,SC,34.821173,-82.403263,SFR,1990.0,2.0,2.0,1863.0,0.1190083,520000.0,2024-06-26,Resale,279.12,24860,"Greenville-Anderson-Greer, SC",2024,6,34.0,5.631641796878519
2678633,45045,P011.00-02-114.00,"35 N ACRES DR, GREENVILLE, SC 29609",29609.0,SC,34.891496,-82.36661,SFR,1965.0,2.0,1.0,957.0,0.195,205500.0,2024-11-15,Resale,214.73,24860,"Greenville-Anderson-Greer, SC",2024,11,59.0,5.369381424979041
2679865,45045,B003.02-05-001.00,"1423 E SALUDA LAKE RD, GREENVILLE, SC 29611",29611.0,SC,34.866578,-82.479004,SFR,1944.0,2.0,1.0,1082.0,2.0,125000.0,2024-11-15,Resale,115.53,24860,"Greenville-Anderson-Greer, SC",2024,11,80.0,4.749530236494927
2679881,45045,0539.21-01-027.00,"8 GALLANT FOX WAY, GREENVILLE, SC 29615",29615.0,SC,34.834439,-82.241227,SFR,1992.0,5.0,4.0,3772.0,1.0,1100000.0,2024-11-01,Resale,291.62,24860,"Greenville-Anderson-Greer, SC",2024,11,32.0,5.6754515848881395
2685329,45045,B008.01-02-080.00,"11 FAIRHOPE LN, GREENVILLE, SC 29617",29617.0,SC,34.911751,-82.451765,SFR,1995.0,3.0,2.0,1260.0,,250000.0,2025-03-19,Resale,198.41,24860,"Greenville-Anderson-Greer, SC",2025,3,30.0,5.290335596806379
2702202,45045,WG06.02-01-079.00,"113 GAYLE ST, PIEDMONT, SC 29673",29673.0,SC,34.769647,-82.422568,SFR,1968.0,3.0,2.0,1150.0,0.367,252000.0,2026-04-23,Resale,219.13,24860,"Greenville-Anderson-Greer, SC",2026,4,58.0,5.389665161007312
2702222,45045,0525.06-01-133.00,"18 HOPPIN JOHN LN, TAYLORS, SC 29687",29687.0,SC,34.929917,-82.341848,SFR,1988.0,6.0,4.0,3636.0,0.5344353,590000.0,2025-08-29,Resale,162.27,24860,"Greenville-Anderson-Greer, SC",2025,8,37.0,5.089261614551446
2720135,45045,0584.04-01-017.00,"19 OXBOW CT, SIMPSONVILLE, SC 29680",29680.0,SC,34.704128,-82.314061,SFR,1998.0,3.0,2.0,2016.0,,290000.0,2025-01-27,Resale,143.85,24860,"Greenville-Anderson-Greer, SC",2025,1,27.0,4.968771089997557
2720136,45045,0575.11-01-149.00,"401 WALKINGSTICK WAY, SIMPSONVILLE, SC 29680",29680.0,SC,34.704217,-82.306132,SFR,1999.0,3.0,2.0,1822.0,0.2,320000.0,2025-02-27,Resale,175.63,24860,"Greenville-Anderson-Greer, SC",2025,2,26.0,5.168379509433644
2720137,45045,0574.20-01-061.00,"34 WINDING CREEK WAY, SIMPSONVILLE, SC 29680",29680.0,SC,34.7358,-82.304432,SFR,1996.0,3.0,2.0,1234.0,,250350.0,2024-03-26,Resale,202.88,24860,"Greenville-Anderson-Greer, SC",2024,3,28.0,5.312614671248861
2737408,45045,0204.00-06-001.01,"119 OREGON ST, GREENVILLE, SC 29605",29605.0,SC,34.824778,-82.387654,SFR,1971.0,2.0,2.0,1536.0,0.1690083,569000.0,2024-03-01,Resale,370.44,24860,"Greenville-Anderson-Greer, SC",2024,3,53.0,5.9146914883020685
2737410,45045,0203.00-06-004.00,"10 LONGVIEW TER, GREENVILLE, SC 29605",29605.0,SC,34.828687,-82.387779,SFR,1938.0,4.0,4.0,6012.0,0.6489899,2445000.0,2025-01-17,Resale,406.69,24860,"Greenville-Anderson-Greer, SC",2025,1,87.0,6.008051224462373
2759628,45045,0239.01-08-009.00,"116 KNOLLVIEW DR, GREENVILLE, SC 29611",29611.0,SC,34.835794,-82.481284,SFR,1963.0,3.0,2.0,2336.0,0.8539945,430000.0,2025-12-08,Resale,184.08,24860,"Greenville-Anderson-Greer, SC",2025,12,62.0,5.21537044572711
2759641,45045,0216.01-01-026.00,"100 LEWIS DR, GREENVILLE, SC 29605",29605.0,SC,34.824507,-82.398924,SFR,1958.0,2.0,1.0,832.0,,225000.0,2025-09-22,Resale,270.43,24860,"Greenville-Anderson-Greer, SC",2025,9,67.0,5.600013284760236
2759645,45045,0216.01-01-075.00,"100 LEWIS DR, GREENVILLE, SC 29605",29605.0,SC,34.825944,-82.400232,SFR,1958.0,1.0,1.0,459.0,,121300.0,2024-03-03,Resale,264.27,24860,"Greenville-Anderson-Greer, SC",2024,3,66.0,5.5769713077898135
2759646,45045,0216.01-01-044.00,"100 LEWIS DR, GREENVILLE, SC 29605",29605.0,SC,34.824367,-82.399616,SFR,1958.0,2.0,1.0,832.0,,237000.0,2025-07-31,Resale,284.86,24860,"Greenville-Anderson-Greer, SC",2025,7,67.0,5.65199783150644
2759654,45045,0219.00-08-027.00,"15 ARTHUR AVE, GREENVILLE, SC 29605",29605.0,SC,34.827957,-82.405011,SFR,1949.0,4.0,3.0,2598.0,0.2440083,675000.0,2024-03-15,Resale,259.82,24860,"Greenville-Anderson-Greer, SC",2024,3,75.0,5.5599890835675865
2759655,45045,0219.00-13-016.00,"115 BROOKWAY DR, GREENVILLE, SC 29605",29605.0,SC,34.82697,-82.407209,SFR,1964.0,4.0,3.0,1965.0,0.2230028,650000.0,2025-03-24,Resale,330.79,24860,"Greenville-Anderson-Greer, SC",2025,3,61.0,5.801483732946538
2772536,45045,0535.08-01-150.00,"133 FAWNBROOK DR, GREER, SC 29650",29650.0,SC,34.909673,-82.252227,SFR,1996.0,3.0,2.0,1956.0,0.17,385000.0,2026-05-01,Resale,196.83,24860,"Greenville-Anderson-Greer, SC",2026,5,30.0,5.282340412024896
2772543,45045,0429.00-01-040.01,"19 ENGEL DR, GREENVILLE, SC 29617",29617.0,SC,34.916033,-82.445604,SFR,1966.0,3.0,3.0,2170.0,0.4017447,425000.0,2024-07-17,Resale,195.85,24860,"Greenville-Anderson-Greer, SC",2024,7,58.0,5.27734906011184
2772556,45045,0413.04-01-006.00,"17 BROCKMORE DR, GREENVILLE, SC 29605",29605.0,SC,34.751742,-82.350019,SFR,2000.0,4.0,3.0,1979.0,0.2760101,320000.0,2024-05-06,Resale,161.7,24860,"Greenville-Anderson-Greer, SC",2024,5,24.0,5.085742766583061
2777392,45045,0290.03-01-026.00,"210 BOOTHBAY CT, SIMPSONVILLE, SC 29681",29681.0,SC,34.77178,-82.285111,SFR,2003.0,3.0,3.0,1795.0,,321800.0,2025-10-20,Resale,179.28,24860,"Greenville-Anderson-Greer, SC",2025,10,22.0,5.188948829492672
2777405,45045,0210.00-03-056.00,"101 BROOKSIDE WAY, GREENVILLE, SC 29605",29605.0,SC,34.810874,-82.373056,SFR,1950.0,6.0,3.0,3549.0,0.6269972,1863888.0,2025-05-20,Resale,525.19,24860,"Greenville-Anderson-Greer, SC",2025,5,75.0,6.263760101881796
2777427,45045,0537.07-01-060.00,"2 BIRCH TREE RD, GREER, SC 29651",29651.0,SC,34.97313,-82.241945,SFR,1998.0,3.0,2.0,1753.0,0.5899908,332000.0,2025-07-10,Resale,189.39,24860,"Greenville-Anderson-Greer, SC",2025,7,27.0,5.243808381047644
2777439,45045,T027.01-01-201.00,"1013 HAVELOCK DR, TAYLORS, SC 29687",29687.0,SC,34.935209,-82.322075,SFR,1988.0,3.0,2.0,1300.0,0.2341598,295000.0,2025-12-19,Resale,226.92,24860,"Greenville-Anderson-Greer, SC",2025,12,37.0,5.424597532458367
2777453,45045,0511.02-01-011.05,"200 FRANK BROWN RD, TRAVELERS REST, SC 29690",29690.0,SC,34.963054,-82.507126,SFR,1967.0,3.0,1.0,1422.0,5.0,275000.0,2024-03-25,Resale,193.39,24860,"Greenville-Anderson-Greer, SC",2024,3,57.0,5.264708875374207
2794590,45045,0492.00-01-018.01,"5803 STATE PARK RD, TRAVELERS REST, SC 29690",29690.0,SC,34.96761,-82.419822,SFR,1955.0,3.0,1.0,944.0,0.6446281,125000.0,2024-07-10,Resale,132.42,24860,"Greenville-Anderson-Greer, SC",2024,7,69.0,4.8859786894967
2794594,45045,0575.09-01-052.00,"10 BROOK RUN CT, SIMPSONVILLE, SC 29680",29680.0,SC,34.708314,-82.290343,SFR,1995.0,4.0,3.0,2590.0,,450000.0,2024-06-03,Resale,173.75,24860,"Greenville-Anderson-Greer, SC",2024,6,29.0,5.157617484444901
2794609,45045,0535.12-01-029.00,"36 BAILESS CT, GREER, SC 29650",29650.0,SC,34.89954,-82.253783,SFR,2001.0,3.0,2.0,1012.0,,40000.0,2024-08-21,Resale,39.53,24860,"Greenville-Anderson-Greer, SC",2024,8,23.0,3.677059877308594
2794614,45045,0532.00-03-001.00,"111 WOOD DR, GREER, SC 29651",29651.0,SC,34.912704,-82.235569,SFR,1964.0,1.0,1.0,1356.0,0.4183884,70000.0,2025-11-12,Resale,51.62,24860,"Greenville-Anderson-Greer, SC",2025,11,61.0,3.943909194290468
2794619,45045,0535.12-01-025.00,"44 BAILESS CT, GREER, SC 29650",29650.0,SC,34.899804,-82.253382,SFR,2001.0,2.0,2.0,1068.0,0.024,234900.0,2026-02-24,Resale,219.94,24860,"Greenville-Anderson-Greer, SC",2026,2,25.0,5.393354781882788
2794630,45045,0539.19-01-067.00,"2 MIDDLECREEK WAY, GREENVILLE, SC 29607",29607.0,SC,34.804373,-82.269034,SFR,1991.0,4.0,3.0,2135.0,,390000.0,2025-05-13,Resale,182.67,24860,"Greenville-Anderson-Greer, SC",2025,5,34.0,5.207681246288592
2794643,45045,0372.00-01-089.00,"101 LANCASTER LN, GREENVILLE, SC 29605",29605.0,SC,34.789262,-82.390914,SFR,1960.0,3.0,2.0,2136.0,0.257,355000.0,2026-02-02,Resale,166.2,24860,"Greenville-Anderson-Greer, SC",2026,2,66.0,5.113191882421348
2811722,45045,0539.03-01-007.21,"12 GERMANDER CT, GREENVILLE, SC 29615",29615.0,SC,34.828535,-82.257828,SFR,1998.0,3.0,2.0,2256.0,,515615.0,2025-12-08,Resale,228.55,24860,"Greenville-Anderson-Greer, SC",2025,12,27.0,5.431755004777753
2821332,45045,0159.00-05-003.00,"101 BUD ST, GREENVILLE, SC 29617",29617.0,SC,34.885071,-82.430597,SFR,1956.0,3.0,2.0,1461.0,0.3450413,355000.0,2024-06-27,New Construction,242.98,24860,"Greenville-Anderson-Greer, SC",2024,6,68.0,5.492979135426596
2821353,45045,B005.01-01-016.10,"315 WINDING BROOK CT, GREENVILLE, SC 29617",29617.0,SC,34.907047,-82.469408,SFR,2004.0,5.0,3.0,2988.0,0.5019972,490000.0,2025-06-23,Resale,163.99,24860,"Greenville-Anderson-Greer, SC",2025,6,21.0,5.099805450355355
3027752,45045,0296.00-01-056.00,"110 ROBIN RD, SIMPSONVILLE, SC 29681",29681.0,SC,34.762678,-82.263156,SFR,1993.0,3.0,2.0,2244.0,0.8264463,439900.0,2025-05-15,Resale,196.03,24860,"Greenville-Anderson-Greer, SC",2025,5,32.0,5.278267708742333
3027771,45045,0574.20-01-010.00,"203 GREAT OAKS WAY, SIMPSONVILLE, SC 29680",29680.0,SC,34.736694,-82.306013,SFR,1996.0,3.0,2.0,1426.0,,260000.0,2025-09-12,Resale,182.33,24860,"Greenville-Anderson-Greer, SC",2025,9,29.0,5.205818232051113
3027781,45045,0574.20-01-029.00,"511 GREAT OAKS WAY, SIMPSONVILLE, SC 29680",29680.0,SC,34.737772,-82.301999,SFR,1994.0,3.0,2.0,1442.0,,290000.0,2025-03-04,Resale,201.11,24860,"Greenville-Anderson-Greer, SC",2025,3,31.0,5.303852022046511
3039746,45045,0370.00-04-008.00,"11 FOXHALL RD, GREENVILLE, SC 29605",29605.0,SC,34.78645,-82.380046,SFR,1955.0,3.0,1.5,1072.0,0.6,205000.0,2026-03-10,Resale,191.23,24860,"Greenville-Anderson-Greer, SC",2026,3,71.0,5.253476892074882
3056237,45045,0533.18-01-030.00,"21 WOODTRACE CIR, GREENVILLE, SC 29615",29615.0,SC,34.840448,-82.268182,SFR,1993.0,3.0,2.0,1607.0,,400000.0,2025-05-30,Resale,248.91,24860,"Greenville-Anderson-Greer, SC",2025,5,32.0,5.517091385344304
3056238,45045,0533.12-01-020.00,"22 CREEKDALE CT, GREENVILLE, SC 29615",29615.0,SC,34.841894,-82.268457,SFR,1990.0,3.0,2.0,1528.0,0.282989,350000.0,2024-09-06,Resale,229.06,24860,"Greenville-Anderson-Greer, SC",2024,9,34.0,5.43398397796957
3056240,45045,0533.07-01-040.00,"236 LAKESIDE CIR, GREENVILLE, SC 29615",29615.0,SC,34.847112,-82.265389,SFR,1987.0,2.0,2.0,1293.0,,170000.0,2024-04-22,Resale,131.48,24860,"Greenville-Anderson-Greer, SC",2024,4,37.0,4.8788547487960185
3056250,45045,B013.01-01-008.00,"117 BEREA DR, GREENVILLE, SC 29617",29617.0,SC,34.87847,-82.457573,RESIDENTIAL - VACANT LAND,1962.0,3.0,1.0,1414.0,3.062,126453.0,2025-12-31,Resale,89.43,24860,"Greenville-Anderson-Greer, SC",2025,12,63.0,4.49345619635809
3056266,45045,P025.00-03-018.08,"135 GREENVISTA LN, GREENVILLE, SC 29609",29609.0,SC,34.911438,-82.369616,SFR,1992.0,3.0,2.0,1627.0,0.5399908,322000.0,2024-12-16,Resale,197.91,24860,"Greenville-Anderson-Greer, SC",2024,12,32.0,5.2878123819028895
3096904,45045,0549.04-01-065.00,"202 GOLDENSTAR LN, GREER, SC 29651",29651.0,SC,34.816079,-82.202148,SFR,2005.0,4.0,5.0,3287.0,0.7899908,753900.0,2024-05-20,Resale,229.36,24860,"Greenville-Anderson-Greer, SC",2024,5,19.0,5.435292821575114
3096905,45045,0549.04-01-036.00,"108 GOLDENSTAR LN, GREER, SC 29651",29651.0,SC,34.816599,-82.202815,SFR,2004.0,4.0,3.0,2708.0,0.858,575000.0,2026-02-24,Resale,212.33,24860,"Greenville-Anderson-Greer, SC",2026,2,22.0,5.358141668193703
3096918,45045,G015.00-02-007.00,"203 GREEN ST, GREER, SC 29650",29650.0,SC,34.944095,-82.233202,SFR,1940.0,2.0,1.0,848.0,0.3,229900.0,2026-04-21,Resale,271.11,24860,"Greenville-Anderson-Greer, SC",2026,4,86.0,5.602524642581974
3096921,45045,G018.00-05-014.00,"113 VILLAGE CT, GREER, SC 29651",29651.0,SC,34.952688,-82.232731,SFR,1983.0,3.0,2.0,1408.0,0.1629936,150000.0,2024-10-31,Resale,106.53,24860,"Greenville-Anderson-Greer, SC",2024,10,41.0,4.668426635623106
3096924,45045,G015.00-02-004.02,"110 EDWARDS AVE, GREER, SC 29650",29650.0,SC,34.945281,-82.233779,SFR,1999.0,3.0,2.0,1260.0,0.17,265000.0,2026-03-30,Resale,210.32,24860,"Greenville-Anderson-Greer, SC",2026,3,27.0,5.348630180421626
3096925,45045,T029.04-01-263.00,"302 STONINGTON WAY, TAYLORS, SC 29687",29687.0,SC,34.920934,-82.328392,SFR,2001.0,3.0,2.0,1738.0,0.2699954,370000.0,2024-06-06,Resale,212.89,24860,"Greenville-Anderson-Greer, SC",2024,6,23.0,5.3607756003876466
3096927,45045,T029.04-01-244.00,"403 PHEASANT RIDGE DR, TAYLORS, SC 29687",29687.0,SC,34.920105,-82.329109,SFR,2002.0,3.0,2.0,1330.0,0.27,268500.0,2024-11-01,Resale,201.88,24860,"Greenville-Anderson-Greer, SC",2024,11,22.0,5.307673461472062
3096930,45045,T029.04-01-243.00,"402 PHEASANT RIDGE DR, TAYLORS, SC 29687",29687.0,SC,34.91987,-82.328622,SFR,2001.0,3.0,2.0,1478.0,0.2399908,295000.0,2024-08-01,Resale,199.59,24860,"Greenville-Anderson-Greer, SC",2024,8,23.0,5.2962652624219055
3107641,45045,0184.00-01-106.01,"11 TABOR ST, GREENVILLE, SC 29609",29609.0,SC,34.880023,-82.382033,SFR,1966.0,2.0,1.0,832.0,0.1890037,394000.0,2024-06-04,Resale,473.56,24860,"Greenville-Anderson-Greer, SC",2024,6,58.0,6.160278620543435
3107674,45045,0166.00-06-017.00,"600 N FRANKLIN RD, GREENVILLE, SC 29609",29609.0,SC,34.888977,-82.415925,SFR,1971.0,3.0,2.0,1595.0,0.2391185,434300.0,2024-05-09,Resale,272.29,24860,"Greenville-Anderson-Greer, SC",2024,5,53.0,5.606867674804115
3107677,45045,0235.00-09-017.00,"106 S OLD WHITE HORSE RD, GREENVILLE, SC 29611",29611.0,SC,34.848197,-82.446945,SFR,1930.0,2.0,2.0,740.0,0.12,80000.0,2025-09-29,Resale,108.11,24860,"Greenville-Anderson-Greer, SC",2025,9,95.0,4.68314922730468
3107682,45045,0575.08-01-022.00,"1 FOXGLEN CT, SIMPSONVILLE, SC 29680",29680.0,SC,34.703055,-82.281573,SFR,1994.0,3.0,3.0,3116.0,,555000.0,2025-10-28,Resale,178.11,24860,"Greenville-Anderson-Greer, SC",2025,10,31.0,5.182401336950694
3107684,45045,0575.15-01-023.00,"408 WORCHESTER PL, SIMPSONVILLE, SC 29680",29680.0,SC,34.706592,-82.281005,SFR,1999.0,4.0,3.0,2901.0,,484000.0,2024-07-18,Resale,166.84,24860,"Greenville-Anderson-Greer, SC",2024,7,25.0,5.117035269328745
3107685,45045,0575.14-01-030.00,"6 BRIGHTLEAF CT, SIMPSONVILLE, SC 29680",29680.0,SC,34.705936,-82.285189,SFR,1998.0,3.0,3.0,2480.0,,474900.0,2024-05-06,Resale,191.49,24860,"Greenville-Anderson-Greer, SC",2024,5,26.0,5.254835587936076
3113105,45045,0548.32-01-003.00,"100 TROTTERS RIDGE LN, SIMPSONVILLE, SC 29681",29681.0,SC,34.779556,-82.247985,SFR,1997.0,3.0,2.0,1995.0,0.248,365000.0,2024-03-08,Resale,182.96,24860,"Greenville-Anderson-Greer, SC",2024,3,27.0,5.209267549714526
3113121,45045,0331.01-01-056.00,"502 WATERSTONE WAY, SIMPSONVILLE, SC 29680",29680.0,SC,34.699262,-82.246635,SFR,2000.0,3.0,3.0,2758.0,,400000.0,2025-03-26,Resale,145.03,24860,"Greenville-Anderson-Greer, SC",2025,3,25.0,4.976940617572159
3118663,45045,T008.01-01-005.00,"103 STONE RIVER WAY, TAYLORS, SC 29687",29687.0,SC,34.93262,-82.298069,SFR,1999.0,3.0,3.0,2294.0,0.2600092,380000.0,2024-07-19,Resale,165.65,24860,"Greenville-Anderson-Greer, SC",2024,7,25.0,5.109877128745905
3118673,45045,0551.02-01-005.00,"141 KINGSWOOD CIR, SIMPSONVILLE, SC 29681",29681.0,SC,34.786935,-82.170879,SFR,1994.0,3.0,3.0,1892.0,1.33,510000.0,2025-03-06,Resale,269.56,24860,"Greenville-Anderson-Greer, SC",2025,3,31.0,5.596791000078016
3118690,45045,0559.07-01-231.00,"9 FIELDCREST CT, SIMPSONVILLE, SC 29681",29681.0,SC,34.774763,-82.218602,SFR,1994.0,3.0,2.0,1253.0,,291000.0,2025-05-02,Resale,232.24,24860,"Greenville-Anderson-Greer, SC",2025,5,31.0,5.447771319716375
3118696,45045,0332.02-01-023.00,"6 ARBORDALE LN, SIMPSONVILLE, SC 29680",29680.0,SC,34.71001,-82.268218,SFR,1995.0,3.0,2.5,1958.0,0.044,311000.0,2024-09-03,Resale,158.84,24860,"Greenville-Anderson-Greer, SC",2024,9,29.0,5.067897406263051
3133641,45045,0538.03-01-002.31,"16 DANCHRIS CT, TAYLORS, SC 29687",29687.0,SC,34.899824,-82.311477,SFR,1997.0,3.0,3.0,1270.0,,290000.0,2025-07-03,Resale,228.35,24860,"Greenville-Anderson-Greer, SC",2025,7,28.0,5.430879539631008
3133642,45045,P016.01-01-334.00,"14 HAMPSHIRE DR, TAYLORS, SC 29687",29687.0,SC,34.897471,-82.316793,SFR,1967.0,3.0,2.0,1387.0,0.4132231,280000.0,2024-07-18,Resale,201.87,24860,"Greenville-Anderson-Greer, SC",2024,7,57.0,5.307623925868336
3135333,45045,0537.01-06-010.00,"209 CLEARVIEW DRIVE EXT, GREER, SC 29651",29651.0,SC,34.958877,-82.24797,SFR,1968.0,3.0,2.0,2125.0,0.4981635,265000.0,2024-05-31,Resale,124.71,24860,"Greenville-Anderson-Greer, SC",2024,5,56.0,4.825991041932656
3135334,45045,0631.05-01-013.09,"15 BECKY GIBSON RD, GREER, SC 29651",29651.0,SC,34.99385,-82.240712,SFR,1999.0,3.0,2.0,1096.0,0.5739899,260000.0,2025-10-16,Resale,237.23,24860,"Greenville-Anderson-Greer, SC",2025,10,26.0,5.469030134674274
3140112,45045,0213.00-06-005.00,"12 HIGH HILL ST, GREENVILLE, SC 29605",29605.0,SC,34.812109,-82.388946,SFR,1955.0,2.0,1.0,819.0,0.215,380000.0,2026-04-10,Resale,463.98,24860,"Greenville-Anderson-Greer, SC",2026,4,71.0,6.139841447848999
3148575,45045,P015.13-01-216.00,"113 RIVIERA DR, GREENVILLE, SC 29615",29615.0,SC,34.88076,-82.330178,SFR,1974.0,4.0,2.0,1972.0,0.379,491000.0,2024-07-05,Resale,248.99,24860,"Greenville-Anderson-Greer, SC",2024,7,50.0,5.517412735015677
3148577,45045,0277.04-01-094.00,"327 MIMOSA DR, GREENVILLE, SC 29615",29615.0,SC,34.876187,-82.332658,SFR,1967.0,3.0,2.0,1703.0,0.3832645,399000.0,2025-04-08,Resale,234.29,24860,"Greenville-Anderson-Greer, SC",2025,4,58.0,5.456559664278548
3148581,45045,0534.33-01-096.00,"205 ASCOT RIDGE LN, GREER, SC 29650",29650.0,SC,34.88043,-82.259902,SFR,2000.0,4.0,4.0,3845.0,0.2550046,647500.0,2025-08-29,Resale,168.4,24860,"Greenville-Anderson-Greer, SC",2025,8,25.0,5.126342101808226
3148583,45045,0534.26-01-054.00,"9 CRIMSON CT, GREER, SC 29650",29650.0,SC,34.873826,-82.256076,SFR,2001.0,4.0,4.0,4107.0,,1095000.0,2024-05-22,Resale,266.62,24860,"Greenville-Anderson-Greer, SC",2024,5,23.0,5.585824423685531
3148604,45045,B009.01-02-012.10,"100 SULPHUR SPRINGS DR, GREENVILLE, SC 29617",29617.0,SC,34.88909,-82.444381,SFR,1982.0,4.0,2.0,1152.0,,225000.0,2025-07-03,Resale,195.31,24860,"Greenville-Anderson-Greer, SC",2025,7,43.0,5.2745880398488
3148607,45045,0574.21-01-078.00,"402 GOLDENRAIN WAY, SIMPSONVILLE, SC 29680",29680.0,SC,34.741285,-82.299184,SFR,1997.0,3.0,2.0,2292.0,0.45,325000.0,2024-04-05,Resale,141.8,24860,"Greenville-Anderson-Greer, SC",2024,4,27.0,4.954417614098027
3148610,45045,0574.18-01-030.00,"131 W LONG CREEK CT, SIMPSONVILLE, SC 29680",29680.0,SC,34.73595,-82.300574,SFR,1993.0,3.0,2.0,1512.0,,280000.0,2025-04-03,Resale,185.19,24860,"Greenville-Anderson-Greer, SC",2025,4,32.0,5.221382325073914
3148613,45045,0574.18-01-009.00,"7 E LONG CREEK CT, SIMPSONVILLE, SC 29680",29680.0,SC,34.735982,-82.296338,SFR,1992.0,3.0,2.0,1260.0,,237000.0,2025-10-16,Resale,188.1,24860,"Greenville-Anderson-Greer, SC",2025,10,33.0,5.236973736306985
3152915,45045,0534.24-01-017.00,"2 STONE VALLEY CT, GREER, SC 29650",29650.0,SC,34.892542,-82.260032,SFR,1995.0,4.0,4.0,2846.0,,601000.0,2024-03-18,Resale,211.17,24860,"Greenville-Anderson-Greer, SC",2024,3,29.0,5.35266349628815
3152919,45045,0535.11-01-048.00,"19 ENOREE VIEW DR, GREER, SC 29650",29650.0,SC,34.896342,-82.256659,SFR,1999.0,2.0,2.0,1144.0,,240000.0,2024-03-04,Resale,209.79,24860,"Greenville-Anderson-Greer, SC",2024,3,25.0,5.346107030383885
3152923,45045,0534.15-01-057.00,"107 RIVER OAKS RD, GREER, SC 29650",29650.0,SC,34.893556,-82.264112,SFR,1989.0,3.0,3.0,2270.0,,650000.0,2024-10-30,Resale,286.34,24860,"Greenville-Anderson-Greer, SC",2024,10,35.0,5.657179915932181
3152924,45045,0535.11-01-056.00,"6 ENOREE VIEW DR, GREER, SC 29650",29650.0,SC,34.896897,-82.256876,SFR,1999.0,2.0,2.0,1144.0,,242000.0,2025-09-27,Resale,211.54,24860,"Greenville-Anderson-Greer, SC",2025,9,26.0,5.354414105899907
3155451,45045,0291.00-01-002.19,"118 CEDAR RIDGE LN, SIMPSONVILLE, SC 29681",29681.0,SC,34.773626,-82.270811,SFR,1990.0,3.0,2.0,1517.0,,262500.0,2024-06-03,Resale,173.04,24860,"Greenville-Anderson-Greer, SC",2024,6,34.0,5.153522781644804
3159715,45045,B005.02-01-016.00,"1051 W DUNCAN RD, GREENVILLE, SC 29617",29617.0,SC,34.89481,-82.469744,SFR,1984.0,2.0,2.0,1164.0,0.37,215000.0,2026-04-02,Resale,184.71,24860,"Greenville-Anderson-Greer, SC",2026,4,42.0,5.218787027591229
3159720,45045,0548.29-01-031.00,"221 ASHRIDGE WAY, SIMPSONVILLE, SC 29681",29681.0,SC,34.802368,-82.218592,SFR,1996.0,3.0,2.0,1500.0,,250000.0,2025-09-04,Resale,166.67,24860,"Greenville-Anderson-Greer, SC",2025,9,29.0,5.116015809554085
3188797,45045,0663.04-01-010.00,"204 LAKE HILLS LN, TRAVELERS REST, SC 29690",29690.0,SC,35.135111,-82.441501,SFR,2007.0,3.0,2.0,4168.0,1.12,1475000.0,2025-04-14,Resale,353.89,24860,"Greenville-Anderson-Greer, SC",2025,4,18.0,5.868986130382541
3188813,45045,0538.14-01-096.00,"614 GRAY FOX SQ, TAYLORS, SC 29687",29687.0,SC,34.899069,-82.300557,SFR,1983.0,3.0,2.0,1812.0,0.269,355000.0,2026-03-02,Resale,195.92,24860,"Greenville-Anderson-Greer, SC",2026,3,43.0,5.277706412643912
3188814,45045,0538.14-01-091.00,"604 GRAY FOX SQ, TAYLORS, SC 29687",29687.0,SC,34.900105,-82.299271,SFR,1983.0,3.0,2.0,1844.0,0.3641414,350000.0,2025-12-11,Resale,189.8,24860,"Greenville-Anderson-Greer, SC",2025,12,42.0,5.245970886175828
3188821,45045,0538.05-01-052.00,"5 BRUSHY CREEK RDG, TAYLORS, SC 29687",29687.0,SC,34.89597,-82.290715,SFR,1986.0,3.0,2.0,1498.0,0.4483471,337000.0,2025-09-26,Resale,224.97,24860,"Greenville-Anderson-Greer, SC",2025,9,39.0,5.415967059981408
3188830,45045,M007.02-01-385.00,"110 PEACH GROVE PL, MAULDIN, SC 29662",29662.0,SC,34.765386,-82.320958,SFR,2003.0,3.0,2.0,1555.0,,358000.0,2024-11-22,Resale,230.23,24860,"Greenville-Anderson-Greer, SC",2024,11,21.0,5.439078809256279
3188839,45045,0537.18-01-004.00,"206 SAINT CROIX CT, GREER, SC 29651",29651.0,SC,34.966625,-82.240592,SFR,2004.0,3.0,2.0,2019.0,0.2780073,340000.0,2025-01-15,Resale,168.4,24860,"Greenville-Anderson-Greer, SC",2025,1,21.0,5.126342101808226
3194665,45045,0584.04-01-003.00,"5 RIVEREEN WAY, SIMPSONVILLE, SC 29680",29680.0,SC,34.706222,-82.314526,SFR,2001.0,3.0,2.0,1191.0,0.472,269000.0,2026-03-12,Resale,225.86,24860,"Greenville-Anderson-Greer, SC",2026,3,25.0,5.4199153382955245
3194676,45045,0290.01-01-111.00,"108 SETTERS CT, MAULDIN, SC 29662",29662.0,SC,34.777389,-82.284657,SFR,1985.0,3.0,2.0,2208.0,0.254,312000.0,2026-01-19,Resale,141.3,24860,"Greenville-Anderson-Greer, SC",2026,1,41.0,4.950885289690482
